Notes,predicted_label,confidence
disciplinary reasons (player late to walk-through) (DTD),other reasons,0.3636699844851395
reinstated,returned,0.21956839795647243
placed on IL with left tibia injury (out for season),long term injury,0.3627749316158418
placed on IL with COVID-19 coronavirus (out for season),long term injury,0.22743264370246474
placed on IL with sprained right toe,injury,0.38548930170564966
suspended by NBA for 1 game for leaving the bench area during an on-court altercation,suspension,0.32521024295546086
suspended by NBA for 4 games for his role in an on-court altercation,suspension,0.2236621952200281
placed on IL with nose injury,injury,0.7616723628465402
placed on IL with recovering from surgery on left knee to repair torn ACL,surgery,0.36533630498194797
fractured left big toe (out indefinitely),long term injury,0.20433875642875926
placed on IL with surgery on left foot,injury,0.26522394455133386
"fined $10,000 by NBA for criticizing officiating after game",fined,0.2457984033789445
suspended by NBA for 25 games for violating the league's anti-drug policy,suspension,0.3302418782095853
bruised ribcage (out for season),long term injury,0.3653143593337636
placed on IL with sprained left foot (out for season),long term injury,0.2541497407830101
placed on IL with tightness in right groin (out for season),injury,0.30208888581958
placed on IL with tightness in left adductor (out for season),injury,0.2667364086655678
bruised left shin (out indefinitely),DTD/DNP,0.3210820418311206
placed on IL with tightness in lower back (out for season),injury,0.3143416823257843
"fined $25,000 by NBA for throwing ball at official during game",fined,0.22821308431114715
placed on IL with surgery to repair fractured left cheekbone,surgery,0.2425412589291339
surgery on right elbow (out for season),long term injury,0.2197444699799833
sprained right elbow (out indefinitely),long term injury,0.23359853377643963
"fined $25,000 by NBA for intentionally making contact with game official during game",fined,0.1901331100945228
"fined $25,000 by NBA for making contact in groin area of opposing player during game",fined,0.16956583686149876
surgery on left knee (date approximate),surgery,0.1860738794408534
arthroscopic surgery on left knee to remove benign mass,surgery,0.25733547560246756
placed on IL with torn MCL in right knee (out for season),long term injury,0.46057794425780985
placed on IL with dental surgery,injury,0.4404007274060847
placed on IL with right shin injury (out for season),long term injury,0.3756585016199447
placed on IL with sprained right wrist (out for season),injury,0.3143535596855528
placed on IL with right quadricep injury (out for season),long term injury,0.3756585016199447
suspended by NBA for 1 game for coming off bench to enter fight,suspension,0.4625642666290523
placed on IL with recovering from surgery on right foot to repair stress fracture,surgery,0.3322886464808146
placed on IL with right quadriceps tendon injury,injury,0.5053044100073241
placed on IL with right quadriceps tendinitis,injury,0.3977263042315091
placed on IL with right quadriceps tendinitis (out for season),injury,0.28450955584267323
"fined $45,000 by NBA for making physical contact with referee",fined,0.1850236244835935
placed on IL with glute injury (out for season),long term injury,0.41956513241526294
left Achilles injury (out for season),long term injury,0.3716976859798178
fractured finger (out indefinitely),long term injury,0.3277563535837969
placed on IL with stress reaction in right foot,injury,0.30676303603244126
surgery on right foot to repair stress reaction (out indefinitely),surgery,0.24284358864032946
fractured left index finger (out for season),long term injury,0.3949077963467724
"fined $25,000 by NBA for confronting and verbally abusing an official during game",fined,0.1852329322757383
"fined $50,000 by NBA for throwing mouthpiece into stands after being ejected from game",fined,0.2749629376717968
suspended by NBA for 30 games for a domestic violence incident involving the mother of his children,suspension,0.2793853398970125
suspended by NBA for 30 games,suspension,0.393576756549382
placed on IL with respiratory condition (out for season),long term injury,0.309970053374524
placed on IL with surgery on right wrist,injury,0.3121599803516988
suspended by NBA for 1 game for leaving bench during an on-court altercation,suspension,0.32521024295546086
sprained neck (DTD),DTD/DNP,0.35187919126943884
placed on IL with sprained neck,injury,0.38388135746241003
suspended by NBA for 1 game for his role in an on-court incident and making contact with official during game,suspension,0.2830554699940045
"fined $20,000 by NBA for punching ball into stands",fined,0.25211189016058505
suspended by NBA for 1 game for making physical contact with referee,suspension,0.32053177978840003
sprained left knee (out indefinitely),long term injury,0.3463779790707001
stress reaction in left leg (out for season),long term injury,0.37573982756093083
placed on IL with laceration in left eye,injury,0.26124436733662343
"placed on IL, player not with team",injury,0.33587414547843153
placed on IL with high left ankle sprain,long term injury,0.2343096940570861
placed on IL with fractured finger (out for season),long term injury,0.404502224759435
sprained right thumb (out for season),long term injury,0.28836369302997317
placed on IL with right thumb injury (out for season),long term injury,0.3081483086465522
right quadriceps tendinosis (DTD),DTD/DNP,0.2788275059462157
placed on IL with right toe inflammation,injury,0.39201650701992635
surgery on right fifth finger to repair flexion contracture (out for season),surgery,0.3591349043430343
placed on IL with bruised left toe,injury,0.35979075825695495
placed on IL with surgery on left shoulder,injury,0.23452355869521635
sinusitis (DTD),DTD/DNP,0.36021739923061896
placed on IL recovering from surgery on sinus,surgery,0.24163339819216362
left hip flexor injury (DTD),injury,0.23232295131066072
thoracic spasm (DTD),DTD/DNP,0.36021739923061896
"fined $35,000 by NBA for shoving opposing player",fined,0.21194922191188775
placed on IL with fractured fibula in right leg,injury,0.3827195646226555
placed on IL with neck spasms (out for season),injury,0.2759800844763892
"fined $50,000 by NBA for public comments regarding Kawhi Leonard's health status",fined,0.2961378538605925
"fined $35,000 by NBA for criticizing officials after game",fined,0.316406125558188
"fined $35,000 by NBA for critical comments towards officiating",fined,0.2253403837845008
placed on IL with strained right calf / Achilles,injury,0.3290542568248814
shortness of breath (DTD),DTD/DNP,0.36021739923061896
placed on IL with sore right quadriceps tendon / various injuries,soreness,0.3264085130671407
placed on IL with personal reasons,other reasons,0.661187038462145
strained ligament in left hand (out for season),long term injury,0.2648283591146994
placed on IL with bone bruise in left knee (out for season),long term injury,0.42254763189957767
placed on IL with strained right adductor (out for season),long term injury,0.30037989551093086
right wrist injury (out indefinitely),long term injury,0.23275118900536662
placed on IL with bruised leg,injury,0.39653562216645843
bruised left finger (DTD),DTD/DNP,0.5145398671859904
suspended by team for 1 game for violation of team policies,suspension,0.29822558678432015
bruised lower back (out for season),long term injury,0.234089355943925
placed on IL with bilateral sprained ankles,injury,0.4116940569656354
torn meniscus in right knee (DTD),long term injury,0.2496650613513134
placed on IL with knee injury (date approximate),injury,0.36010180237876827
placed on IL with right hamstring injury / sore right knee,injury,0.2620860661492542
surgery on right hand (out indefinitely),surgery,0.2785743358467787
surgery on left middle finger (out indefinitely),surgery,0.24588618643655535
left adductor injury (DTD),DTD/DNP,0.3111995403712034
headache (DTD),DTD/DNP,0.36021739923061896
placed on IL with surgery on right thumb,injury,0.2564439850539615
"suspended by NBA for 1 week and fined $50,000 for making anti-Semetic comments",suspension,0.2002362928147789
bruised right hip / right hip pointer (DTD),injury,0.26583088993868365
"fined $2,000 by NBA for being ejected from game",fined,0.37992449208134194
"fined $25,000 by NBA for an on-court incident",fined,0.2035546988086667
placed on IL with hyperextended left hnee / various injuries,injury,0.33964896673509837
"fined $25,000 by NBA for his role in on-court altercation during game",fined,0.29867044474686855
"placed on IL with pubic bone injury, strained left groin",injury,0.4544044163910177
placed on IL ineligible,injury,0.7035313093461577
bruised / sore right knee (DTD),soreness,0.3288394012246967
"fined $15,000 by NBA for involvement in on-court altercation during game",fined,0.32074628668495736
placed on IL with bruised head,injury,0.3958547213161034
placed on IL with COVID-19 (out for season),long term injury,0.22743264370246474
placed on IL with hamstring injury (out for season),long term injury,0.30350464867240573
"fined $20,000 by NBA for directing inappropriate language toward a game official during game",fined,0.19994140682265982
suspended by NBA for 12 games after pleading guilty to a felony count of threats of violence with assault rifle,suspension,0.24347012355358216
placed on IL with left hamstring injury (out for season),long term injury,0.3327769419256537
"fined $35,000 by NBA for making unnecessary and inappropriate contact with opposing player during game",suspension,0.15855941332881593
placed on IL with head injury,injury,0.7616723628465402
suspended by NBA for 1 game for his role in on-court altercation during game,suspension,0.2699805786366589
placed on IL with surgery on right ankle (out for season),long term injury,0.3343602573987409
COVID-19 coronavirus (out for season),long term injury,0.22817363650125935
right adductor injury (DTD),DTD/DNP,0.270265862245069
"fined $50,000 by NBA for offensive and derogatory language on social media",fined,0.2923960138932574
"fined $15,000 by NBA for using profane language after game and failing to comply with an NBA security interview",fined,0.3153817972271916
"fined $25,000 by NBA for his refusal on several occasions to participate in the team media availability",fined,0.19018003116598392
"fined $50,000 by NBA for violating health and safety protocols",fined,0.2622449483271688
"fined $35,000 by NBA for violating the league's media access rules",fined,0.29439943563066095
placed on IL with facial injury,injury,0.7616723628465402
"fined $381,181 for missing preseason game due to not meeting COVID-19 protocols",illness,0.23153814730110944
"fined $381,181 for missing game due to not meeting COVID-19 protocols",illness,0.23153814730110944
"fined $25,000 by NBA for using obscene language directed towards a fan",fined,0.22716781625356994
"fined $50,000 by NBA for profane language and directing an obscene gesture toward multiple fans",fined,0.22716781625356994
"suspended indefinitely for his repeated failure to ""unequivocally say he has no antisemitic beliefs""",long term injury,0.23486838733266638
suspended by NBA for 25 games for testing positive for performance enhancing drugs,suspension,0.393576756549382
surgery on shoulder (out for season),long term injury,0.33944965297310564
placed on IL recovering from surgery on shoulder (out for season),long term injury,0.2296516292576974
suspended by NBA for 1 game for sixth flagrant foul,suspension,0.3643634470121315
"fined $25,000 by NBA for reckless foul",fined,0.2637996205814017
"fined $15,000 by NBA for inappropriate conduct toward and publicly criticizing officials",fined,0.2043979297241825
"fined $15,000 by NBA for throwing basketball into stands at the end of game",fined,0.24180426463820812
"fined $25,000 by NBA for use of profane language during media interviews",fined,0.2923960138932574
"fined $50,000 by NBA for shoving opposing player",fined,0.21194922191188775
"fined $40,000 by NBA for use of hostile language toward game official",fined,0.22512221827712836
right quadricep injury (out for season),long term injury,0.5337207701743457
placed on IL with right calf injury (out for season),long term injury,0.33836055367088935
placed on IL with stress fracture in left foot (out for season),long term injury,0.2510096525537832
surgery on left foot to repair stress fracture (out for season) (date approximate),surgery,0.26478801102382377
placed on IL with recovering from surgery on left foot to repair stress fracture (out for season),surgery,0.39308908881697585
strep throat (already on IL),injury,0.19468269055734055
placed on IL with right wrist injury (surgery),injury,0.4636595354364201
fined an undisclosed amount by NBA for on-court altercation,fined,0.15752490043663323
placed on IL player not with team,injury,0.33587414547843153
placed on IL with sore/sprained right shoulder,injury,0.2552188329564859
"fined $31,006 for missing game due to not meeting COVID-19 protocols",illness,0.23153814730110944
placed on IL with ineligible,injury,0.7035313093461577
placed on IL with sore right knee / stress reaction in right knee (surgery),soreness,0.21931839429790742
recovering from surgery on right knee to repair torn ACL (out for season),surgery,0.36824246375689895
mononucleosis (out indefinitely),long term injury,0.37512568196850765
bruised right hip / right hip flexor injury (DTD),injury,0.31631186546403467
placed on IL with right knee injury / conditioning,injury,0.518009025628029
"fined $15,000 by NBA for throwing his headband into the stands",fined,0.24989255405838517
sore throat (DTD),illness,0.1948163903382209
placed on IL with fractured hand (out for season),long term injury,0.32347808522157084
appendicitis (out for season),long term injury,0.7150425294548213
placed on IL with plantar fasciitis in right foot (out for season),injury,0.35653237213412825
placed on IL with patellar tendinitis in right knee (out for season),long term injury,0.4190978773667576
placed on IL with torn labrum in left shoulder (out for season),long term injury,0.41256094307573293
placed on IL right foot injury (out for season),injury,0.38838305889209435
"fined $25,000 by NBA for making contact with official during game",fined,0.20718902329756692
"fined $15,000 by NBA for throwing headband into stands during game",fined,0.27411363184665255
placed on IL with sprained finger,injury,0.4152559783693821
"fined $35,000 by NBA for escalating an on-court altercation and throwing his headband into the stands",fined,0.24008161788142704
placed on IL with plantar fasciitis left in foot,injury,0.3692349093415844
birth of daughter (DTD),DTD/DNP,0.36021739923061896
birth of son (DTD),DTD/DNP,0.36021739923061896
placed on IL due to NBA health and safety protocols,injury,0.33873320865535533
left hip injury (out indefinitely),long term injury,0.2769929613193655
left hip / back injury (out for season),long term injury,0.40324078397642227
back spasms (out indefinitely),long term injury,0.23208865666557307
"fined $35,000 by NBA for not leaving the court in a timely manner and verbally abusing an official",fined,0.16299725920252991
suspended by team indefinitely after posting picture with a gun on Instagram,suspension,0.23589514073719117
suspended by NBA for 8 games for conduct detrimental to the league,suspension,0.31317892414252463
suspended by team indefinitely for conduct detrimental to the league (brandishing a gun on social media),suspension,0.23094285253053629
suspended by NBA for 25 games for conduct detrimental to the league (brandishing a gun on social media),suspension,0.3207005594822591
surgery on right shoulder to repair labrum (out for season),long term injury,0.24881473531326492
"fined $75,000 by NBA for making inappropriate gesture during game",fined,0.20718902329756692
left oblique injury (DTD),DTD/DNP,0.32517804985267273
placed on IL with left oblique injury,injury,0.6675702474337094
recovering from torn left Achilles tendon (out indefinitely),injury,0.19937793034098988
placed on IL with recovering from torn left Achilles tendon,injury,0.36011012931509656
bruised right hand (out for season),long term injury,0.2183223055151094
player not with team (out indefinitely),long term injury,0.19158413441149305
suspended by NBA for 1 game for coming off bench and fighting,suspension,0.4625642666290523
placed on IL with sore right heel (out for season),soreness,0.304030110925115
placed on IL with COVID-19 coronavirus,injury,0.26173422970890126
"fined $25,000 by NBA for throwing pen across the court and into stands during game",fined,0.26274644323508745
"fined $20,000 by NBA for his role in altercation",fined,0.28416518167786936
"fined $25,000 by NBA for his role in altercation",fined,0.28416518167786936
core muscle injury (DTD),DTD/DNP,0.2202701876382438
"fined $15,000 by NBA for an on-court altercation",fined,0.2770802589094844
left knee inflammation (DTD),DTD/DNP,0.2402096136218207
surgery on right knee to repair patella tendon (date approximate),surgery,0.22292989875679423
recovering from surgery on right knee to repair patella tendon (out indefinitely),surgery,0.3759811522623317
"fined $25,000 by NBA for kicking ball into the stands during game",fined,0.24655145719604676
bruised quadriceps (DTD),DTD/DNP,0.37454498695553295
bruised left lower leg (DTD),DTD/DNP,0.3282945925558217
placed on IL with bruised left lower leg,injury,0.3952411243326485
sprained toe (out indefinitely),long term injury,0.22719992537323488
left bog toe injury (DTD),DTD/DNP,0.29558728091824765
placed on IL with left knee inflammation,injury,0.47507070997357836
placed on IL with right hamstring injury (out for season),long term injury,0.3367377209071666
placed on IL with loose cartilage in right ankle,injury,0.36129499857338565
surgery on right ankle to remove loose cartilage (out indefinitely),surgery,0.23271891824184926
placed on IL with left heel injury,injury,0.5056928574366211
placed on IL with pectoral injury,injury,0.5753304512775177
placed on IL with pectoral injury (out for season),long term injury,0.37876361840777906
placed on IL for personal reaons,other reasons,0.3174172777097046
placed on IL with surgery on left ankle (out for season),long term injury,0.34247933465566877
placed on IL with bone bruise in left ankle,injury,0.4005963737248871
bruised rib (out for season),long term injury,0.3653143593337636
suspended by NBA for 25 games for violating the terms of the NBA/NBPA anti-drug program (tested positive for Drostanolone and Testosterone),suspension,0.3662085785403623
suspended by NBA for 1 game for instigating and engaging in an on-court altercation,suspension,0.32521024295546086
placed on IL with sore right knee (eventual surgery),soreness,0.3818829874399695
arthroscopic debridement surgery on right knee (out indefinitely),surgery,0.2697831607502092
placed on IL forpersonal reasons,injury,0.3803498732190324
placed on IL with bruised right hip (out for season),injury,0.34926756440832457
placed on IL with surgery on left wrist to repair dislocation,surgery,0.2702534537064118
assigned to NBA G League (Long Island Nets),G-leaue assignment,0.3206774205898209
assigned to NBA G League (Salt Lake City Stars),G-leaue assignment,0.20693033914603137
assigned to NBA G League (Santa Cruz Warriors),G-leaue assignment,0.22404868379498358
suspended by NBA for 1 game for forcefully shoving opposing player,suspension,0.4216715939413258
placed on IL with bruised left ribcage,injury,0.3682480631190085
placed on IL with right shoulder inflammation,injury,0.39082416177295115
placed on IL with strained right heel,injury,0.3514410660942652
placed on IL with hernia,injury,0.7035313093461577
placed on IL with fractured left elbow,injury,0.37123575845140244
nasal injury (DTD),DTD/DNP,0.2638571829396578
abdominal infection (DTD),illness,0.35244227275743245
placed on IL with recovering from surgery on right knee to repair torn meniscus (out for season),surgery,0.37105189776384
NBA health and safety protocols (out for season),long term injury,0.2894988583127103
lower leg injury (DTD),injury,0.23217298983500734
placed on IL with facial injury (out for season),long term injury,0.41956513241526294
"fined $50,000 by NBA for violating the NBA's health and safety protocols (visited a Miami strip club)",fined,0.265518249335885
suspended by NBA/team for 1 game for leaving the floor during a game,suspension,0.422827117919111
"gined $2,000 by NBA for ejection from game",fined,0.2982982367961101
suspended by team,suspension,0.2874041115367248
placed on IL with right Achilles injury (out for season),long term injury,0.3596208872441436
suspended by team for 1 game for refusing to enter game,suspension,0.3388317607794977
placed on IL with right Achilles injury (DTD),injury,0.3300646479504249
"fined $20,000 by NBA for on-court altercation",fined,0.2770802589094844
placed on IL with health and safety protocols / COVID-19,injury,0.23382370938611677
placed on IL with thumb injury,injury,0.5561766922941996
head cold (DTD),DTD/DNP,0.36021739923061896
placed on IL with torn patella tendon in left knee (out for season),injury,0.35566962388953655
placed on IL with tightness in lower back / lower back spasms,injury,0.40142258436485084
placed on IL with head cold,injury,0.7035313093461577
"suspended by NBA for 1 game and fined $32,414 for tossing massage gun on court after ejection from game",suspension,0.3811926044231932
"bone spur, stress reaction in left ankle (surgery) (out indefinitely)",long term injury,0.2579545367648997
"surgery on left ankle to repair bone spur, stress reaction (out indefinitely)",surgery,0.2254552785358253
placed on IL with bruised right elbow,injury,0.2825064685776853
placed on IL with strained right oblique muscle,injury,0.36352934114791285
patella tendinopathy in left knee (DTD),DTD/DNP,0.18531963876960006
"fined $40,000 by NBA for using offensive and derogatory language on social media",fined,0.2923960138932574
"fined $50,000 by NBA for recklessly swinging a chair in frustration that struck two bystanders",fined,0.36227390590795094
"fined $40,000 by NBA for publicly criticizing officiating",fined,0.2603831249791255
"fined $35,000 by NBA for making an obscene gesture on the court",fined,0.22163589423574453
"fined $25,000 by NBA for using profane language during a media interview",fined,0.2923960138932574
"fined $75,000 by NBA for public criticism of officiating and using inappropriate and profane language during game",fined,0.24649539087567673
"fined $50,000 by NBA for making obscene gestures towards a game official",fined,0.20035421700154685
suspended by NBA for 1 game for receiving 18th technical foul,suspension,0.4104378215767532
"fined $50,000 by NBA for directing inappropriate language and making obscene gesture toward a fan during game",fined,0.2041982605212379
"fined $50,000 by NBA for using profane language during a media interview",fined,0.2923960138932574
"fined $20,000 by NBA for his role in an on-court altercation which included running into the scrum and pushing opposing player in the back",fined,0.21485060099663777
right hip injury (out indefinitely),injury,0.27332863525374623
not with team (DTD),DTD/DNP,0.2056917768404026
surgery on left knee to repair meniscus (out indefinitely),surgery,0.3381684659200389
suspended by NBA for 2 games for his role in an on-court altercation,suspension,0.2236621952200281
placed on IL with torn ACL in knee (out for season),long term injury,0.3875699736338944
left eye abrasion (DTD),DTD/DNP,0.22241108144743849
left eye injury (out for season),long term injury,0.42685391306206705
placed on IL with surgery on left middle finger to repair fracture,surgery,0.2971375855336468
"fined $25,000 by NBA for directing profane and derogatory remarks toward an official",fined,0.22034898534414418
placed on IL with sprained left toe (out for season),long term injury,0.2848511375988811
right oblique muscle injury (DTD),DTD/DNP,0.22883864326768097
mass on kidney (out indefinitely),long term injury,0.37512568196850765
finger injury (out for season),long term injury,0.45376944029533567
suspended by NBA for 1 game for exceeding the number of technical fouls permitted in a season,suspension,0.39267293213224047
placed on IL with COVID-19 protocols,illness,0.23143154152478676
placed on IL with rest,injury,0.29722744272834545
sore right foot / sore left knee (DTD),soreness,0.5116287011098494
placed on IL with right wrist injury (surgery) (out for season),injury,0.3255584868825293
surgery on right wrist to repair tendon (out for season),surgery,0.28230385241209477
placed on IL with sore throat,soreness,0.21502198237456852
placed on IL with sore left knee (surgery),soreness,0.3440075271163256
placed on IL with sore left foot / right foot injury (out for season),injury,0.25071661565612
surgery on foot (out indefinitely),surgery,0.2727811522046964
placed on IL with sore right arm,soreness,0.5009444267313204
placed on IL with bursitis in right shoulder,injury,0.37169617264990623
placed on IL with tibia injury in left leg,injury,0.46201856749182346
placed on IL with left quadriceps injury,injury,0.44431667437360783
placed on IL with sore left quadriceps,soreness,0.24466849673241883
stiffness in right elbow (DTD),DTD/DNP,0.18627628721967715
placed on IL with stiffness in right elbow,injury,0.34690102028389047
placed on IL recovering from surgery on right ankle,surgery,0.261531444464665
placed on IL with strained adductor muscle,injury,0.3522274595175153
placed on IL with sore right toe,soreness,0.32624783607516067
placed on IL with strained right oblique,injury,0.38747889760353266
placed on IL with bursitis in left elbow (out for season),injury,0.28826538884998676
placed on IL with spine injury,injury,0.7616723628465402
"fined $3,000 by NBA for ejection from game",fined,0.37992449208134194
"fined $20,000 by NBA for making contact with an official during game",fined,0.20718902329756692
placed on IL with left finger injury (out for season),long term injury,0.3819420008539531
placed on IL with torn labrum in right hip,injury,0.40125989072851537
suspended by NBA for 3 games for his role in an on-court altercation,suspension,0.2236621952200281
placed on IL with sprained right elbow (out for season),long term injury,0.26987091522277
sprained left foot (out for season),long term injury,0.261303234885674
placed on IL with bronchitis,injury,0.7035313093461577
lumbar spine injury (out for season),long term injury,0.5175997632249033
placed on IL with lumbar spine injury (out for season),long term injury,0.41956513241526294
placed on IL with oral surgery,injury,0.4404007274060847
suspended by NBA for 3 games for initiating a pre-game altercation,suspension,0.37097472592371716
"fined $50,000 by NBA for making inappropriate and objectionable gestures following ejection from game",fined,0.20718902329756692
suspended by NBA for 2 games for escalating on-court altercation during game,suspension,0.26596135389098974
"placed on IL with ankle, wrist injuries",injury,0.42562728431454366
fractured right ankle (out indefinitely),long term injury,0.3201228517106922
placed on IL with fractured right ankle,injury,0.32538882928315466
fined $100K by NBA for offensive and derogatory comments made in postgame interview,fined,0.15596781178838998
placed on IL with various injuries (out for season),long term injury,0.43066640590331856
left hand injury (out for season),long term injury,0.29906778664842626
plantar fasciitis in right foot (DTD),DTD/DNP,0.20543972640886957
nonsurgical procedure on left knee to relieve tendinitis (date approximate),injury,0.16631225647663103
placed on IL with right shoulder impingement,injury,0.41212260082655716
placed on IL with right hip impingement,injury,0.6052091047007715
placed on IL with torn labrum in right shoulder,injury,0.2871879458283962
suspended by NBA for 3 games for leaving the bench during an on-court altercation and fighting,suspension,0.2667460647249869
strained right oblique (DTD),DTD/DNP,0.37251227255190217
placed on IL with neck spasms / bruised neck,injury,0.2592648548943306
surgery on right hand to repair fractured fourth metacarpal bone (out indefinitely),surgery,0.32859387082596053
placed on IL recovering from surgery on left knee to repair meniscus,surgery,0.37472880591512137
placed on IL with sore left knee (surgery) (out for season),soreness,0.2436299700430543
surgery on left knee to transplant cartilage (out for season),surgery,0.2725652693277852
"fined $20,000 by NBA for making profane comments towards official during game",fined,0.22746531554960764
placed on IL with concussion protocol (out for season),long term injury,0.43066640590331856
cervical injury (DTD),DTD/DNP,0.19578035314360467
placed on IL with bruised left ankle,injury,0.33523535758595535
right Achilles injury / strained right calf (out indefinitely),long term injury,0.2837335491739997
strained soleus muscle in right calf (DTD),DTD/DNP,0.26400351425018204
left shoulder subluxation,long term injury,0.25694161482156197
placed on IL with right leg injury (out for season),injury,0.3181527876093115
disciplinary (DTD),DTD/DNP,0.20018029524473244
"fined $15,000 by NBA for kicking towels into the stands",fined,0.25211189016058494
placed on IL with patellar injury in left knee,injury,0.5010928218015753
patellar injury in left knee (DTD),injury,0.20044436094434878
surgery on right thumb to repair torn UCL (out indefinitely),surgery,0.3573763301435246
"fined $35,000 by NBA for his role in on-court altercation during game",fined,0.29867044474686855
"fined $35,000 by NBA for initiating an altercation and taunting opposing player during game",fined,0.24859783998431445
"fined $15,000 by NBA for directing inappropriate language toward a game official",fined,0.19328862396888952
placed on IL with soreness,injury,0.7035313093461577
placed on IL with discomfort in left knee,injury,0.5315081189348204
"fined $50,000 by NBA for flagrant two foul that initiated altercation during game",fined,0.2427318232364862
placed on IL with neck injury / whiplash,injury,0.5260587816231884
"fined $25,000 by NBA for interfering with live game play while on the bench",fined,0.37992449208134194
placed on IL not with team,injury,0.4342447733416042
suspended by NBA for 1 game for on-court altercation during game,suspension,0.31781670901879083
left knee tendinosis (DTD),DTD/DNP,0.22461104318454014
placed on IL with left knee tendinosis,injury,0.5231616945947892
suspended by NBA for 1 game for flagrant 2 foul,suspension,0.3643634470121315
"fined $15,000 by NBA for making an obscene gesture on the court during game",fined,0.24514445638600693
placed on IL with ear injury,injury,0.7616723628465402
"fined $20,000 by NBA for his role in an on-court altercation",fined,0.2552165717521298
"fined $30,000 by NBA for use of profanity in post-game comments",fined,0.32137740364493717
placed on IL with UCL injury in left elbow,injury,0.5321863092263337
placed on IL with bruised left knee / lower back injury,injury,0.4851819535667637
placed on IL with sore left calf / various injuries,soreness,0.23925853667000518
placed on IL with bruised wrist,injury,0.363777470778864
placed on IL with strained left hamstring (date approximate),injury,0.2706125678496096
"fined $40,000 by NBA for using derogatory and disparaging language during a live television interview",fined,0.2923960138932574
surgery on ankle (out indefinitely),long term injury,0.24917716664823716
placed on IL with sprained/separated right shoulder (out for season),long term injury,0.3387709083268578
suspended by NBA for 1 game for escalating an on-court altercation,suspension,0.28939144813074646
placed on IL with surgery on right foot (out for season),injury,0.2800938118118775
placed on IL with torn right oblique muscle,injury,0.44490020000801933
"fined $20,000 by NBA for altercation during game",fined,0.3817117045845613
surgery on right ankle to repair fracture (out indefinitely),surgery,0.3097631736992944
placed on IL recovering from surgery to repair fractured right ankle,surgery,0.31778606575986745
placed on IL with sore calf,soreness,0.26791036817166386
placed on IL with headache,injury,0.7035313093461577
"fined $25,000 by NBA for making an obscene gesture on the court",fined,0.22163589423574453
"fined $20,000 by NBA for directing profane language toward game official",fined,0.2105077265182292
placed on IL with strained tendon in right foot,injury,0.44729910208121354
fined $100K by NBA for comments on August 14 and 17 indicating that he would not perform the services called for under his player contract unless traded to another team,suspension,0.13376817441975003
right quadriceps injury (DTD),DTD/DNP,0.27437988438393884
placed on IL with right ankle tendinitis,injury,0.40341815609972664
suspended by NBA for 1 game for confronting and making contact with official,suspension,0.32885672764257423
placed on IL with sore left/right knee,soreness,0.32267244538419243
placed on IL with tooth infection,illness,0.324444900065117
placed on IL with right forearm injury,injury,0.6637955771403992
biceps injury (DTD),DTD/DNP,0.2638571829396578
lacerated finger (DTD),DTD/DNP,0.3182649785075258
lacerated finger (out for season),long term injury,0.2915337513526098
plantar fasciitis in foot (DTD),DTD/DNP,0.22098915583812212
placed on IL with plantar fasciitis in foot,injury,0.4242643998537056
placed on IL with right shoulder tendinitis,injury,0.38459462753840506
placed on IL with torn ligament in right ankle,injury,0.35276641704942885
placed on IL with health and safety protocols,injury,0.3959447875853222
called up from NBA G LeagueX,called up from G-leaue,0.16433353223532668
placed on IL with glute muscle injury,injury,0.5753304512775177
placed on IL with sprained ligament in right knee (out for season),long term injury,0.38145227017561106
placed on IL with right calf injury / sore right ankle,injury,0.27765855659144795
placed on IL with bruised/sore left hand,injury,0.32787870434549415
strained hip flexor (out for season),long term injury,0.25679455780217286
placed on IL with left thumb injury (out for season),long term injury,0.3047512199442372
surgery on left thumb (out for season),surgery,0.2429551238604783
right knee tendinitis (out for season),long term injury,0.35296416286342874
placed on IL with left shin injury (out for season),long term injury,0.37412107120615024
concussio protocols (DTD),illness,0.23024136346275714
"fined $15,000 by NBA for using profane language towards fans during game",fined,0.31769838768654984
suspended by NBA for 1 game for making inappropriate contact with and verbally abusing game official,suspension,0.28664273405009055
left shoulder sublaxation (DTD),DTD/DNP,0.20812654577123363
right adductor injury (out indefinitely),long term injury,0.2625904685952877
placed on IL with fractured back,injury,0.48136120115291503
placed on IL with strained right forearm,injury,0.38747889760353266
placed on IL with illness / health and safety protocols,illness,0.3824006184810415
placed on IL with nasal fracture,injury,0.4214025869653802
placed on IL with lumbar sprain,injury,0.3938329266922862
fractured lower leg (out indefinitely),long term injury,0.24100188781495563
"fined $20,000 by NBA for use of profane and derogatory language toward an official",fined,0.2362665219399594
placed on IL with Jones fracture in fifth metatarsal (out for season),long term injury,0.3141283931691354
surgery on right foot to repair Jones fracture in fifth metatarsal (out for season),surgery,0.3377707347962795
"fined $30,000 by NBA for escalating an altercation and making inadvertent contact with a game official",fined,0.1954425635654594
placed on IL with sore left leg (out for season),long term injury,0.3025057395995321
surgery on left leg to remove benign growth (out for season),long term injury,0.25102060696937356
"fined $35,000 by NBA for throwing a towel and directing profane language in the direction of a fan after game",fined,0.23791155606435055
placed on IL with sore left hip / left hip impingement,injury,0.23719604287373836
placed on IL with high left ankle sprain (out for season),long term injury,0.35855923218085656
placed on IL with bruised left eye,injury,0.28717658554264847
